customerID,Churn_Probability
4716-HHKQH,7.000000000000001
5940-AHUHD,83.0
6432-TWQLB,86.0
4484-GLZOU,99.0
3179-GBRWV,8.0
8645-KWHJO,20.0
4130-MZLCC,28.999999999999996
0314-TKOSI,7.000000000000001
8229-MYEJZ,9.0
2080-SRCDE,34.0
9577-WJVCQ,1.0
9512-UIBFX,95.0
6202-DYYFX,21.0
3808-HFKDE,34.0
5583-SXDAG,85.0
3488-PGMQJ,57.99999999999999
3580-REOAC,36.0
7534-BFESC,70.0
3727-OWVYD,0.0
2294-SALNE,2.0
4847-TAJYI,63.0
1563-IWQEX,13.0
8203-XJZRC,52.0
6556-DBKZF,2.0
6851-WEFYX,3.0
2985-JUUBZ,4.0
6390-DSAZX,73.0
0895-LMRSF,8.0
8098-LLAZX,92.0
8266-VBFQL,60.0
8181-YHCMF,0.0
2240-HSJQD,15.0
1248-DYXUB,1.0
0265-EDXBD,72.0
4115-BNPJY,1.0
3167-SNQPL,85.0
4091-TVOCN,1.0
1098-TDVUQ,39.0
7277-OZCGZ,8.0
1557-EMYVT,0.0
2799-ARNLO,68.0
7563-BIUPC,76.0
5027-YOCXN,0.0
3973-SKMLN,0.0
2321-OMBXY,90.0
2840-XANRC,95.0
6745-JEFZB,4.0
5020-ZSTTY,96.0
9880-TDQAC,0.0
8705-WZCYL,62.0
7102-JJVTX,4.0
8626-PTQGE,0.0
4983-CLMLV,1.0
5701-YVSVF,56.99999999999999
5804-LEPIM,75.0
5697-GOMBF,46.0
2739-CACDQ,37.0
9385-EHGDO,3.0
9498-FIMXL,7.000000000000001
2379-GYFLQ,0.0
0122-OAHPZ,65.0
2868-SNELZ,79.0
4322-RCYMT,94.0
6680-NENYN,92.0
2088-IEBAU,0.0
7982-VCELR,2.0
1343-EHPYB,52.0
6035-BXTTY,6.0
6885-PKOAM,0.0
7520-HQWJU,0.0
9639-BUJXT,1.0
5924-SNGKP,2.0
0021-IKXGC,79.0
2034-GDRCN,99.0
8966-SNIZF,1.0
6243-OZGFH,34.0
4654-DLAMQ,0.0
0513-RBGPE,1.0
5160-UXJED,8.0
4115-NZRKS,60.0
0219-YTZUE,89.0
0623-IIHUG,86.0
4572-DVCGN,69.0
3351-NGXYI,37.0
8984-EYLLL,0.0
9057-MSWCO,53.0
9833-TGFHX,1.0
9294-TDIPC,10.0
5229-DTFYB,0.0
0104-PPXDV,1.0
5176-LMJXE,2.0
3583-KRKMD,23.0
1010-DIAUQ,76.0
9069-LGEUL,13.0
7302-ZHMHP,28.000000000000004
9571-EDEBV,0.0
3520-FJGCV,0.0
6563-VRERX,2.0
0259-GBZSH,90.0
6122-EFVKN,2.0
2805-EDJPQ,0.0
6862-CQUMB,1.0
7156-MXBJE,1.0
6158-HDPXZ,56.99999999999999
9601-BRXPO,96.0
2863-IMQDR,0.0
5686-CMAWK,9.0
5651-CRHKQ,2.0
6905-NIQIN,43.0
8204-YJCLA,0.0
5167-ZFFMM,91.0
6583-SZVGP,1.0
4895-TMWIR,47.0
0533-BNWKF,93.0
1708-PBBOA,1.0
8782-LKFPK,1.0
5522-JBWMO,46.0
3597-MVHJT,11.0
9774-NRNAU,2.0
0224-RLWWD,68.0
9967-ATRFS,6.0
3951-NJCVI,2.0
2977-CEBSX,0.0
0177-PXBAT,2.0
6599-CEBNN,64.0
2519-ERQOJ,4.0
5876-QMYLD,1.0
2277-AXSDC,1.0
9442-JTWDL,3.0
0979-PHULV,98.0
3067-SVMTC,0.0
5495-GPSRW,1.0
7606-BPHHN,0.0
4742-DRORA,0.0
0111-KLBQG,3.0
4800-VHZKI,43.0
7989-CHGTL,47.0
0334-GDDSO,88.0
4163-NCJAK,9.0
5233-AOZUF,59.0
5973-EJGDP,2.0
1996-DBMUS,38.0
7916-VCCPB,33.0
4686-GEFRM,0.0
5249-QYHEX,2.0
0578-SKVMF,98.0
5564-NEMQO,91.0
2233-FAGXV,36.0
5605-IYGFG,48.0
7663-ZTEGJ,1.0
3935-TBRZZ,2.0
8111-BKVDS,9.0
2055-SIFSS,12.0
2806-MLNTI,0.0
8734-DKSTZ,76.0
4360-PNRQB,43.0
6152-ONASV,1.0
9063-ZGTUY,22.0
7781-HVGMK,0.0
2181-UAESM,40.0
2957-LOLHO,33.0
6048-NJXHX,2.0
2320-SLKMB,12.0
4980-URKXC,2.0
4376-KFVRS,0.0
5886-VLQVU,10.0
3577-AMVUX,71.0
0771-WLCLA,20.0
5628-RKIFK,2.0
0206-TBWLC,0.0
2937-FTHUR,87.0
1910-FMXJM,47.0
7752-XUSCI,99.0
4110-PFEUZ,91.0
0732-OCQOC,3.0
5168-MSWXT,43.0
1090-ESELR,0.0
8592-PLTMQ,2.0
5760-WRAHC,5.0
8847-GEOOQ,1.0
0256-LTHVJ,59.0
4785-FCIFB,1.0
8313-NDOIA,6.0
5149-CUZUJ,1.0
0942-KOWSM,1.0
4237-CLSMM,20.0
1452-VOQCH,88.0
4719-UMSIY,11.0
6614-VBEGU,6.0
0880-TKATG,90.0
3811-VBYBZ,91.0
1480-BKXGA,33.0
2996-XAUVF,0.0
9076-AXYIK,0.0
5968-XQIVE,1.0
8896-RAZCR,1.0
4640-UHDOS,38.0
4933-IKULF,2.0
3583-EKAPL,76.0
1304-BCCFO,33.0
4104-PVRPS,6.0
9399-APLBT,82.0
2359-KMGLI,66.0
3780-DDGSE,5.0
4431-EDMIQ,19.0
0306-JAELE,71.0
6227-HWPWX,34.0
0486-LGCCH,2.0
0447-BEMNG,95.0
4612-SSVHJ,42.0
5168-MQQCA,0.0
5949-XIKAE,98.0
7971-HLVXI,1.0
9094-AZPHK,74.0
3649-JPUGY,1.0
4472-LVYGI,3.0
8372-JUXUI,85.0
3552-CTCYF,0.0
6778-YSNIH,45.0
0388-EOPEX,54.0
5756-OZRIO,1.0
6579-JPICP,52.0
8205-OTCHB,39.0
4134-BSXLX,2.0
0505-SPOOW,0.0
6235-VDHOM,56.99999999999999
7783-YKGDV,99.0
4374-YMUSQ,0.0
4513-CXYIX,1.0
3957-HHLMR,1.0
7803-XOCCZ,7.000000000000001
5736-YEJAX,0.0
5609-CEBID,99.0
8981-FJGLA,30.0
7218-HKQFK,98.0
4636-QRJKY,74.0
1135-LMECX,28.000000000000004
4332-MUOEZ,2.0
8535-SFUTN,0.0
5956-VKDTT,78.0
8677-HDZEE,1.0
2475-MROZF,2.0
9412-GHEEC,98.0
3482-ABPKK,1.0
6705-LXORM,65.0
0257-ZESQC,33.0
7531-GQHME,9.0
5174-ITUMV,0.0
4109-CYRBD,18.0
0913-XWSCN,31.0
6825-UYPFK,49.0
8397-MVTAZ,99.0
0750-EBAIU,1.0
8606-CIQUL,0.0
3571-DPYUH,0.0
7601-GNDYK,1.0
0356-OBMAC,0.0
8067-NIOYM,2.0
1403-GYAFU,4.0
4234-XTNEA,86.0
1297-VQDRP,0.0
9282-IZGQK,93.0
5348-CAGXB,30.0
0621-HJWXJ,7.000000000000001
5844-QVTAT,1.0
8905-IAZPF,0.0
5394-MEITZ,0.0
6859-QNXIQ,0.0
2782-LFZVW,21.0
2866-IKBTM,28.000000000000004
1342-JPNKI,76.0
2817-NTQDO,93.0
7129-AZJDE,15.0
6986-IJDHX,93.0
2560-PPCHE,1.0
4676-MQUEA,33.0
8138-EALND,28.999999999999996
3580-HYCSP,0.0
1352-HNSAW,2.0
2075-PUEPR,4.0
1982-FEBTD,4.0
5301-GAUUY,62.0
5791-KAJFD,1.0
2654-VBVPB,26.0
1154-HYWWO,1.0
2501-XWWTZ,44.0
3716-UVSPD,45.0
6815-ABQFQ,1.0
7343-EOBEU,28.999999999999996
3701-SFMUH,13.0
6103-LIANB,0.0
7319-VENRZ,18.0
5846-NEQVZ,0.0
6967-QIQRV,9.0
5781-RFZRP,0.0
0939-YAPAF,99.0
0308-IVGOK,5.0
7293-LSCDV,1.0
7025-WCBNE,1.0
5756-JYOJT,8.0
4710-FDUIZ,97.0
6030-REHUX,3.0
9548-LIGTA,0.0
5150-LJNSR,1.0
8270-RKSAP,56.99999999999999
6522-YRBXD,2.0
2640-LYMOV,28.000000000000004
1218-VKFPE,31.0
3627-FHKBK,80.0
2865-TCHJW,88.0
1423-BMPBQ,47.0
2393-DIVAI,18.0
5192-EBGOV,94.0
4568-KNYWR,1.0
8752-IMQOS,5.0
0742-LAFQK,0.0
0795-LAFGP,0.0
0619-OLYUR,0.0
5512-IDZEI,9.0
0459-SPZHJ,0.0
0215-BQKGS,3.0
9244-ZVAPM,63.0
0719-SYFRB,92.0
8208-EUMTE,1.0
5172-MIGPM,28.000000000000004
1710-RCXUS,1.0
0374-FIUCA,0.0
5839-SUYVZ,34.0
5173-ZXXXL,9.0
1096-ADRUX,8.0
2001-MCUUW,0.0
2731-GJRDG,1.0
4723-BEGSG,0.0
6516-NKQBO,0.0
8672-OAUPW,4.0
8207-DMRVL,0.0
3419-SNJJD,98.0
6543-CPZMK,59.0
4765-OXPPD,8.0
2804-ETQDK,1.0
6689-VRRTK,0.0
7138-GIRSH,1.0
9396-ZSFLL,24.0
6464-KEXXH,38.0
7134-MJPDY,0.0
5240-CAOYT,1.0
4059-IIEBK,67.0
4881-JVQOD,51.0
0516-UXRMT,0.0
4851-BQDNX,13.0
5148-HKFIR,1.0
1009-IRMNA,27.0
3003-CMDUU,5.0
5016-IBERQ,14.000000000000002
6797-UCJHZ,0.0
2469-DTSGX,0.0
4554-YGZIH,82.0
5099-BAILX,98.0
9931-KGHOA,6.0
1775-KWJKQ,0.0
7665-VIGUD,3.0
9411-TPQQV,1.0
7207-RMRDB,99.0
7954-MLBUN,7.000000000000001
2077-DDHJK,0.0
4913-EHYUI,96.0
0195-IESCP,87.0
9574-BOSMD,0.0
4580-TMHJU,45.0
0970-ETWGE,99.0
4908-XAXAY,1.0
8404-VLQFB,30.0
1626-ERCMM,96.0
0887-HJGAR,70.0
2391-IPLOP,5.0
5644-PDMZC,77.0
3509-GWQGF,17.0
9576-ANLXO,71.0
2024-BASKD,87.0
5845-BZZIB,1.0
1140-UKVZG,16.0
4160-AMJTL,47.0
5183-SNMJQ,32.0
8100-PNJMH,0.0
7838-LAZFO,0.0
4464-JCOLN,15.0
2085-JVGAD,9.0
5650-VDUDS,56.99999999999999
8095-WANWK,31.0
3030-ZKIWL,52.0
9565-FLVCG,0.0
8755-OGKNA,2.0
2800-VEQXM,55.00000000000001
7538-GWHML,72.0
5533-RJFTJ,9.0
3859-CVCET,50.0
0214-JHPFW,0.0
5642-MHDQT,15.0
3088-FVYWK,8.0
3276-HDUEG,88.0
9092-GDZKO,11.0
0823-HSCDJ,99.0
3729-OWRVL,0.0
2324-AALNO,6.0
0822-GAVAP,90.0
5760-IFJOZ,49.0
2826-UWHIS,10.0
1448-PWKYE,93.0
7501-IWUNG,0.0
4957-TREIR,17.0
7251-LJBQN,1.0
8040-MNRTF,77.0
1536-HBSWP,63.0
5313-FPXWG,4.0
0067-DKWBL,72.0
0946-FKYTX,2.0
5076-YVXCM,27.0
8262-COGGB,57.99999999999999
6663-JOCQO,2.0
9620-QJREV,4.0
2276-YDAVZ,83.0
2682-KEVRP,1.0
2480-JZOSN,43.0
0078-XZMHT,0.0
5896-NPFWW,82.0
9978-HYCIN,6.0
8338-QIUNR,0.0
1525-LNLOJ,0.0
9450-TRJUU,63.0
1766-GKNMI,56.99999999999999
6942-LBFDP,15.0
1456-TWCGB,25.0
7133-VBDCG,65.0
7596-ZYWBB,2.0
8329-UTMVM,3.0
3014-WJKSM,12.0
3347-YJZZE,2.0
1029-QFBEN,34.0
7929-DMBCV,10.0
9661-JALZV,2.0
5433-KYGHE,28.000000000000004
4312-KFRXN,0.0
5575-TPIZQ,1.0
0114-IGABW,0.0
9944-AEXBM,66.0
1853-ARAAQ,6.0
6952-OMNWB,8.0
4697-LUPSU,10.0
8434-VGEQQ,0.0
4952-YSOGZ,89.0
1589-AGTLK,69.0
5244-IRFIH,92.0
6549-YMFAW,24.0
4950-HKQTE,1.0
6786-OBWQR,75.0
2684-EIWEO,97.0
2753-JMMCV,0.0
6439-GTPCA,6.0
6621-YOBKI,10.0
1216-JWVUX,47.0
7564-GHCVB,1.0
1173-NOEYG,7.000000000000001
7595-EHCDL,3.0
6647-ZEDXT,1.0
2521-NPUZR,8.0
1307-TVUFB,23.0
7503-MIOGA,0.0
4381-MHQDC,1.0
6923-JHPMP,54.0
5138-WVKYJ,69.0
4018-PPNDW,1.0
1635-FJFCC,50.0
2499-AJYUA,0.0
6919-ELBGL,0.0
3966-HRMZA,64.0
6425-JWTDV,1.0
8405-IGQFX,1.0
8224-IVVPA,3.0
9477-LGWQI,0.0
1410-RSCMR,26.0
3115-CZMZD,2.0
0139-IVFJG,24.0
6683-VLCTZ,99.0
5730-DBDSI,1.0
0030-FNXPP,23.0
2189-WWOEW,97.0
5684-FJVYR,0.0
4013-GUXND,52.0
1894-IGFSG,98.0
7379-POKDZ,67.0
1266-NZYUI,0.0
7969-FFOWG,1.0
4718-DHSMV,35.0
5175-WLYXL,26.0
7817-OMJNA,4.0
8728-SKJLR,28.999999999999996
3137-NYQQI,3.0
7706-DZNKK,9.0
0236-HFWSV,99.0
3900-AQPHZ,28.000000000000004
5842-POCOP,59.0
2037-XJFUP,98.0
8823-RLPWL,0.0
9505-SQFSW,43.0
7314-OXENN,86.0
3758-CKOQL,0.0
0322-CHQRU,62.0
5676-CFLYY,0.0
7521-AFHAB,49.0
0285-INHLN,26.0
4678-DVQEO,77.0
5125-CNDSP,0.0
0691-IFBQW,94.0
4992-LTJNE,0.0
2202-OUTMO,5.0
0810-BDHAW,2.0
0229-LFJAF,0.0
7131-ZQZNK,0.0
3442-ZHHCC,0.0
5726-CVNYA,3.0
9871-ELEYA,1.0
4257-GAESD,55.00000000000001
5173-WXOQV,34.0
2040-OBMLJ,14.000000000000002
6286-ZHAOK,11.0
3807-XHCJH,63.0
3009-JWMPU,98.0
5671-RQRLP,2.0
1450-GALXR,99.0
8859-AXJZP,1.0
3174-AKMAS,1.0
3138-BKYAV,70.0
9926-PJHDQ,0.0
7382-DFJTU,10.0
2798-NYLMZ,0.0
4289-DTDKW,100.0
1820-TQVEV,91.0
2239-JALAW,87.0
4853-RULSV,95.0
8098-TDCBU,4.0
3551-GAEGL,8.0
4785-NKHCX,24.0
3196-NVXLZ,33.0
6275-YDUVO,78.0
0036-IHMOT,0.0
0115-TFERT,96.0
4178-EGMON,0.0
4220-TINQT,0.0
5318-YKDPV,0.0
7975-TZMLR,1.0
0295-QVKPB,25.0
4335-BSMJS,1.0
2311-QYMUQ,95.0
3643-AHCFP,86.0
9146-JRIOX,14.000000000000002
3104-OWCGK,96.0
5337-IIWKZ,5.0
9101-BWFSS,98.0
9650-VBUOG,2.0
3487-EARAT,0.0
2672-TGEFF,9.0
9231-ZJYAM,79.0
4250-WAROZ,8.0
8184-WMOFI,0.0
6982-SSHFK,47.0
6092-QZVPP,1.0
4625-LAMOB,1.0
0727-BMPLR,97.0
0392-BZIUW,0.0
1038-ZAGBI,8.0
6549-NNDYT,21.0
3027-ZTDHO,99.0
0422-OHQHQ,3.0
6916-HIJSE,0.0
2316-ESMLS,5.0
9778-OGKQZ,0.0
7408-OFWXJ,0.0
6007-TCTST,0.0
2252-NKNSI,0.0
8713-IGZSO,24.0
7905-TVXTA,18.0
7695-PKLCZ,0.0
2382-BCKQJ,81.0
8374-UULRV,0.0
2207-NHRJK,39.0
3224-DFQNQ,0.0
5275-PMFUT,0.0
4795-UXVCJ,1.0
9777-IQHWP,0.0
0947-MUGVO,65.0
9944-HKVVB,76.0
4124-MMETB,98.0
3671-SHRSP,68.0
0979-MOZQI,0.0
2732-ISEZX,11.0
3313-QKNKB,49.0
0323-XWWTN,4.0
1937-OTUKY,20.0
1573-LGXBA,0.0
1764-VUUMT,5.0
5073-WXOYN,98.0
4713-ZBURT,0.0
3050-GBUSH,67.0
0207-MDKNV,53.0
7876-AEHIG,1.0
7945-HLKEA,1.0
9342-VNIMQ,11.0
9851-KIELU,68.0
3523-BRGUW,1.0
3908-BLSYF,70.0
3199-NPKCN,0.0
5170-PTRKA,1.0
4661-NJEUX,57.99999999999999
2123-AGEEN,62.0
1258-YMZNM,2.0
0048-LUMLS,1.0
7549-MYGPK,95.0
5898-IGSLP,3.0
3804-RVTGV,99.0
6259-WJQLC,21.0
9227-LUNBG,61.0
7997-EASSD,1.0
0730-KOAVE,2.0
8975-SKGRX,0.0
0678-RLHVP,1.0
4315-MURBD,99.0
2267-FPIMA,0.0
1051-GEJLJ,20.0
9734-YWGEX,85.0
2719-BDAQO,91.0
5285-MVEHD,0.0
0379-DJQHR,0.0
0781-LKXBR,88.0
5543-QDCRY,38.0
0297-RBCSG,7.000000000000001
4694-PHWFW,19.0
0835-JKADZ,0.0
1907-UBQFC,59.0
7508-SMHXL,33.0
3865-YIOTT,0.0
5993-BQHEA,3.0
6024-RUGGH,0.0
6513-EECDB,81.0
3956-CJUST,28.000000000000004
4079-WWQQQ,0.0
6103-BOCOU,36.0
5149-TGWDZ,3.0
7471-WNSUF,2.0
8942-DBMHZ,11.0
4301-VVZKA,70.0
9199-PWQVC,0.0
4824-GUCBY,8.0
5393-HJZSM,1.0
7074-IEVOJ,89.0
9625-QSTYE,98.0
0862-PRCBS,0.0
8812-ZRHFP,4.0
5146-CBVOE,19.0
0454-OKRCT,3.0
5787-KXGIY,0.0
4750-ZRXIU,88.0
4198-VFOEA,3.0
6630-UJZMY,86.0
5709-LVOEQ,2.0
6400-BWQKW,45.0
2692-AQCPF,0.0
0347-UBKUZ,16.0
0835-DUUIQ,3.0
0811-GSDTP,15.0
7567-ECMCM,25.0
6115-ZTBFQ,0.0
6353-BRMMA,1.0
6680-WKXRZ,78.0
6231-WFGFH,22.0
9904-EHEVJ,5.0
7028-DVOIQ,92.0
6169-PPETC,1.0
4208-UFFGW,56.00000000000001
8584-KMVXD,25.0
8467-WYNSR,7.000000000000001
0851-DFJKB,16.0
5382-SOYZL,14.000000000000002
9448-REEVD,56.99999999999999
3261-CQXOL,0.0
8388-FYNPZ,23.0
4002-BQWPQ,1.0
5651-YLPRD,39.0
2826-DXLQO,54.0
4378-BZYFP,2.0
9489-UTFKA,17.0
4849-PYRLQ,0.0
9117-SHLZX,70.0
9889-TMAHG,98.0
4541-RMRLG,34.0
7764-BDPEE,14.000000000000002
3429-IFLEM,0.0
3158-MOERK,99.0
7294-TMAOP,89.0
5002-GCQFH,0.0
0556-FJEGU,0.0
8919-FYFQZ,42.0
0604-THJFP,0.0
2834-JRTUA,90.0
5875-YPQFJ,93.0
5879-SESNB,63.0
6646-QVXLR,99.0
6461-PPAXN,2.0
3318-ISQFQ,13.0
1106-HRLKZ,1.0
2483-XSSMZ,2.0
8603-IJWDN,93.0
8165-ZJRNM,0.0
9369-XFEHK,75.0
2604-XVDAM,26.0
3717-OFRTN,30.0
9046-JBFWA,4.0
3280-NMUVX,2.0
1206-EHBDD,2.0
8361-LBRDI,1.0
4883-KCPZJ,2.0
9108-EQPNQ,2.0
7277-KAMWT,1.0
3842-IYKUE,51.0
6641-XRPSU,57.99999999999999
1374-DMZUI,99.0
2545-LXYVJ,0.0
3234-VKACU,41.0
8357-EQXFO,80.0
1989-PRJHP,68.0
8120-JDCAM,60.0
8917-FAEMR,1.0
7047-YXDMZ,2.0
2858-EIMXH,2.0
9524-EGPJC,60.0
6993-OHLXR,75.0
8818-XYFCQ,94.0
6419-ZTTLE,4.0
0929-HYQEW,27.0
6614-YOLAC,0.0
7426-RHZGU,51.0
4065-JJAVA,42.0
4695-VADHF,92.0
3863-IUBJR,45.0
7649-SIJJF,0.0
9361-YNQWJ,2.0
3748-FVMZZ,54.0
9391-TTOYH,9.0
1452-XRSJV,3.0
3422-WJOYD,7.000000000000001
8242-SOQUO,69.0
7460-ITWWP,5.0
7147-AYBAA,32.0
7868-TMWMZ,0.0
4822-RVYBB,92.0
6732-FZUGP,1.0
8436-BJUMM,70.0
4184-TJFAN,69.0
8329-GWVPJ,27.0
1352-VHKAJ,8.0
4145-UQXUQ,70.0
2632-TACXW,0.0
8146-QQKZH,0.0
1767-CJKBA,0.0
6445-TNRXS,0.0
4581-LNWUM,28.999999999999996
4869-EPIUS,44.0
9948-YPTDG,97.0
1236-WFCDV,98.0
1915-OAKWD,6.0
7296-PIXQY,48.0
4883-QICIH,56.00000000000001
3354-OADJP,6.0
3524-WQDSG,1.0
0810-DHDBD,1.0
4026-SKKHW,52.0
2829-HYVZP,1.0
8329-IBCTI,14.000000000000002
1271-SJBGZ,97.0
3845-JHAMY,41.0
